,administrative,administrative_duration,informational,informational_duration,productrelated,productrelated_duration,bouncerates,exitrates,pagevalues,specialday,month,operatingsystems,browser,region,traffictype,visitortype,weekend,revenue
7811,1,58.4,1,24.2,11,503.2666667,0.018181818,0.036363636,24.72209216,0.0,Oct,Linux,Chrome,Central,Direct,Returning_Visitor,False,True
7815,3,103.6,0,0.0,1,7.0,0.0,0.04,0.0,0.0,Nov,Linux,Chrome,Central,Others,New_Visitor,False,True
7817,0,0.0,0,0.0,1,15.6,0.0,0.0,47.7917708,0.0,Sep,Mac OS,Safari,North-West,Referral,New_Visitor,False,True
7819,9,266.7433333,4,1312.4,26,743.4766667,0.0,0.021969697,9.284545518,0.0,Nov,Windows,Others,Central,Organic,Returning_Visitor,True,True
7831,0,0.0,0,0.0,54,941.4666667,0.0,0.003773585,26.67428219,0.0,Aug,Ubuntu,Opera,Central,Direct,Returning_Visitor,False,True
7832,2,292.2,0,0.0,19,1391.383333,0.0,0.02,18.84993357,0.0,Oct,Linux,Chrome,Central,Organic,New_Visitor,False,True
7836,1,25.7,0,0.0,6,143.3,0.0,0.028571429,38.27331194,0.0,Jul,Windows,Opera,Central,Email marketing,New_Visitor,False,True
7839,1,0.0,0,0.0,3,121.2704225,0.0,0.04,36.14032284,0.0,Oct,Windows,Chrome,Central,Email marketing,Returning_Visitor,False,True
7841,6,124.2,0,0.0,5,94.6,0.0,0.022222222,0.0,0.0,Nov,Mac OS,Safari,Northern,Others,New_Visitor,False,True
7849,1,112.8,0,0.0,8,543.7333333,0.0,0.011111111,28.69843548,0.0,Oct,Mac OS,Safari,North-West,Organic,New_Visitor,True,True
7852,4,97.2,2,16.0,26,690.5666667,0.0,0.003703704,59.33984611,0.0,Jul,Windows,Mozilla,South-West,Organic,Returning_Visitor,False,True
7853,1,51.4,0,0.0,7,562.3,0.0,0.0,36.65735004,0.0,Jul,Mac OS,Safari,North-West,Organic,New_Visitor,True,True
7854,2,107.4,2,96.7,32,833.325,0.024509804,0.035882353,0.0,0.0,Jul,Linux,Chrome,Western,Direct,Returning_Visitor,False,True
7856,8,580.2,1,145.6,48,2734.966667,0.0,0.007692308,27.60143046,0.0,Oct,Windows,Chrome,Western,Others,New_Visitor,False,True
7857,10,471.06,0,0.0,171,5830.91,0.001098901,0.005494505,0.0,0.0,Oct,Windows,Yandex,Western,Organic,Returning_Visitor,False,True
7861,4,115.8,0,0.0,46,2557.35,0.0,0.01372549,44.35848718,0.0,Oct,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
7864,8,310.0666667,1,49.4,71,1441.974535,0.003013699,0.009218133,48.30461627,0.0,Oct,Mac OS,Safari,Northern,Others,Returning_Visitor,True,True
7870,1,191.4,0,0.0,13,679.9033333,0.0,0.002564103,34.86423061,0.0,Nov,Linux,Chrome,Eastern,Organic,Returning_Visitor,True,True
7872,2,118.9,0,0.0,30,1216.726667,0.0,0.008602151,26.13036122,0.0,Nov,Ubuntu,Chrome,North-West,Organic,New_Visitor,True,True
7875,1,15.2,4,104.8,31,2725.708571,0.01047619,0.026482993,20.14579261,0.0,Nov,Windows,Chrome,Eastern,Direct,Returning_Visitor,False,True
7876,5,66.9,0,0.0,12,86.63333333,0.0,0.025,42.93595137,0.0,Oct,Ubuntu,Safari,Central,Others,Returning_Visitor,True,True
7880,0,0.0,0,0.0,8,846.6,0.022222222,0.022222222,24.61778468,0.0,Nov,Mac OS,Safari,Southern,Others,New_Visitor,False,True
7887,0,0.0,0,0.0,18,1257.946667,0.0,0.003921569,33.50211155,0.0,Oct,Windows,Chrome,Eastern,Organic,Returning_Visitor,True,True
7891,0,0.0,0,0.0,11,192.45,0.036363636,0.040909091,27.31510469,0.0,Oct,Linux,Chrome,Central,Direct,Returning_Visitor,True,True
7894,4,100.0666667,0,0.0,30,310.3355556,0.0,0.000480769,28.52395644,0.0,Jul,Windows,Chrome,South-East,Organic,Returning_Visitor,True,True
7895,5,27.4,0,0.0,5,51.2,0.0,0.005,0.0,0.0,Aug,Windows,Chrome,Northern,Organic,New_Visitor,False,True
7898,5,93.4,0,0.0,38,689.65,0.0,0.004878049,34.48748308,0.0,Oct,Windows,Chrome,Northern,Organic,New_Visitor,True,True
7899,5,93.8,0,0.0,45,2139.7,0.0,0.004081633,20.2755559,0.0,Sep,Windows,Mozilla,Northern,Organic,New_Visitor,False,True
7903,2,81.6,0,0.0,1,27.2,0.0,0.04,0.0,0.0,Oct,Linux,Chrome,Eastern,Others,New_Visitor,False,True
7908,4,39.8,0,0.0,9,132.4,0.0,0.006666667,0.0,0.0,Aug,Windows,Chrome,Central,Others,New_Visitor,False,True
7915,6,104.4,1,0.0,32,879.75,0.0,0.014285714,20.503488,0.0,Nov,Windows,Mozilla,Central,Direct,Returning_Visitor,False,True
7925,12,504.2533333,2,1665.066667,243,8768.477228,0.014137484,0.028099523,1.827470744,0.0,Jul,Windows,Chrome,Central,Direct,Returning_Visitor,False,True
7930,2,78.64980843,0,0.0,117,4185.096695,0.024119241,0.04298103,2.427453927,0.0,Jul,Windows,Chrome,Central,Direct,Returning_Visitor,False,True
7939,0,0.0,0,0.0,20,593.7019802,0.0,0.005364455,20.82613173,0.0,Nov,Windows,Opera,Northern,Others,Returning_Visitor,True,True
7942,8,410.9,5,406.9,24,1220.257143,0.011764706,0.024215686,8.887671892,0.0,Oct,Linux,Chrome,Northern,Organic,Returning_Visitor,False,True
7952,0,0.0,0,0.0,5,883.6,0.0,0.0,125.8939091,0.0,Nov,Windows,Chrome,Western,Organic,Returning_Visitor,True,True
7954,0,0.0,0,0.0,15,89.38333333,0.0,0.0125,39.6497508,0.0,Oct,Windows,Chrome,North-West,Organic,New_Visitor,True,True
7961,3,64.4,0,0.0,5,47.3,0.0,0.022222222,45.82834797,0.0,Sep,Windows,Chrome,Central,Referral,Returning_Visitor,False,True
7963,2,46.4,0,0.0,16,463.36,0.0,0.011111111,46.33991252,0.0,Sep,Windows,Chrome,Southern,Organic,Returning_Visitor,False,True
7964,0,0.0,4,112.6,93,2299.97,0.002777778,0.0109375,16.95907848,0.0,Aug,Windows,Chrome,Central,Email marketing,Returning_Visitor,False,True
7972,0,0.0,0,0.0,5,120.79,0.0,0.00952381,11.80891356,0.0,June,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
7980,3,52.53333333,0,0.0,16,2059.3,0.0,0.027777778,26.18852293,0.0,Jul,others,Others,Central,Direct,Returning_Visitor,False,True
7990,0,0.0,0,0.0,14,242.0833333,0.014285714,0.023809524,0.0,0.0,Nov,Mac OS,Safari,Central,Organic,Returning_Visitor,False,True
8010,0,0.0,0,0.0,84,2524.194444,0.0,0.013730159,0.0,0.0,Nov,Windows,Chrome,Central,Referral,Returning_Visitor,False,True
8015,1,6.5,0,0.0,10,511.25,0.0,0.007407407,7.848538778,0.0,Dec,Windows,Opera,Eastern,Offline channels,New_Visitor,True,True
8018,0,0.0,0,0.0,24,610.6333333,0.0,0.020833333,0.0,0.0,Nov,Mac OS,Safari,Eastern,Organic,Returning_Visitor,True,True
8020,0,0.0,0,0.0,58,2174.708333,0.004022989,0.015229885,0.0,0.0,Nov,Mac OS,Chrome,Central,Direct,Returning_Visitor,True,True
8026,9,441.85,0,0.0,122,2577.449603,0.0,0.010463332,75.27712913,0.0,Nov,Mac OS,Safari,Central,Organic,Returning_Visitor,False,True
8038,3,21.0,0,0.0,19,750.2083333,0.0,0.019047619,60.51988521,0.0,Nov,Windows,Chrome,Northern,Referral,Returning_Visitor,False,True
8044,4,64.66666667,0,0.0,38,1445.666667,0.0,0.005263158,52.11335786,0.0,Nov,Windows,Chrome,Central,Organic,New_Visitor,False,True
8045,4,77.66666667,0,0.0,8,159.75,0.016666667,0.038888889,0.0,0.0,Nov,Linux,Chrome,Eastern,Organic,Returning_Visitor,False,True
8050,1,43.5,3,230.1666667,93,3773.715179,0.004123711,0.018162523,17.77043431,0.0,Nov,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
8054,5,56.6,0,0.0,55,1058.338095,0.0,0.007142857,37.21183634,0.0,Nov,Windows,Chrome,Central,Referral,Returning_Visitor,False,True
8063,0,0.0,0,0.0,29,1211.166667,0.0,0.006896552,0.0,0.0,Nov,Windows,Chrome,Western,Organic,New_Visitor,False,True
8066,11,524.75,3,258.625,197,6309.427034,0.006113821,0.011878229,3.364060957,0.0,Nov,Windows,Yandex,Central,Organic,Returning_Visitor,False,True
8068,1,26.5,0,0.0,71,1260.441758,0.001449275,0.008792271,3.74015068,0.0,Nov,Windows,Chrome,Central,Direct,Returning_Visitor,False,True
8073,3,65.92857143,0,0.0,17,557.6869048,0.0,0.009803922,25.27760515,0.0,Dec,Windows,Chrome,Northern,Organic,Returning_Visitor,False,True
8078,2,83.0,0,0.0,15,630.0,0.0,0.003333333,42.23025869,0.0,Dec,Ubuntu,Safari,Eastern,Direct,Returning_Visitor,True,True
8084,0,0.0,0,0.0,14,1131.208333,0.0,0.015384615,94.19490268,0.0,Nov,Linux,Chrome,Eastern,Others,Returning_Visitor,True,True
8091,2,90.17857143,2,88.5,19,1214.307692,0.022727273,0.031677489,15.52703405,0.0,Nov,Mac OS,Safari,Western,Organic,Returning_Visitor,False,True
8092,3,123.5,1,0.0,22,759.5833333,0.0,0.0096,46.6785275,0.0,Nov,Mac OS,Safari,Eastern,Organic,Returning_Visitor,False,True
8094,8,935.1,1,21.0,172,10524.35936,0.005046115,0.01576463,2.924161864,0.0,Nov,Linux,Chrome,Central,Referral,Returning_Visitor,False,True
8106,2,256.5,0,0.0,10,117.25,0.110714286,0.130952381,0.0,0.0,Nov,Windows,Chrome,Southern,Others,Returning_Visitor,True,True
8109,0,0.0,1,6.0,71,1375.264286,0.005633803,0.017425336,0.0,0.0,Dec,Windows,Chrome,Eastern,Organic,New_Visitor,False,True
8113,2,28.0,0,0.0,27,434.5,0.0,0.006896552,0.0,0.0,Nov,Unix,Chrome,Southern,Organic,New_Visitor,False,True
8122,9,192.9204545,2,114.5,60,1394.236526,0.0,0.003030303,63.64653548,0.0,Dec,Windows,Chrome,Southern,Organic,Returning_Visitor,False,True
8126,0,0.0,0,0.0,10,455.0,0.0,0.022222222,25.7526389,0.0,Dec,Mac OS,Safari,Northern,Organic,New_Visitor,False,True
8128,5,46.5,0,0.0,3,26.0,0.0,0.028571429,0.0,0.0,Nov,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
8129,1,81.0,0,0.0,15,914.5,0.0,0.014285714,56.5802171,0.0,Nov,Windows,Chrome,Northern,Others,Returning_Visitor,True,True
8131,4,49.85714286,0,0.0,94,4804.834524,0.008843537,0.023561816,0.0,0.0,Nov,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
8138,0,0.0,1,41.5,98,2400.037843,0.000183655,0.011646771,0.0,0.0,Nov,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
8144,3,29.75,0,0.0,12,398.9803922,0.0,0.005555556,50.51764193,0.0,Nov,Windows,Chrome,Northern,Organic,New_Visitor,False,True
8151,1,56.5,0,0.0,16,541.875,0.0,0.0125,15.14864831,0.0,Nov,Windows,Mozilla,North-East,Offline channels,New_Visitor,False,True
8164,0,0.0,0,0.0,17,1059.575,0.0,0.011764706,62.76294758,0.0,Nov,Windows,Chrome,Central,Organic,New_Visitor,False,True
8173,1,492.1666667,0,0.0,63,4518.297619,0.012698413,0.039761905,8.137274079,0.0,Nov,Windows,Chrome,Northern,Direct,Returning_Visitor,False,True
8175,4,63.875,1,0.0,43,1329.686508,0.015646259,0.036603499,0.0,0.0,Nov,Linux,Chrome,Central,Organic,Returning_Visitor,False,True
8182,6,109.6666667,0,0.0,7,86.16666667,0.006666667,0.051111111,0.0,0.0,Dec,Windows,Opera,Southern,Organic,Returning_Visitor,False,True
8188,6,72.01960784,4,343.0,157,4461.28524,8.08e-05,0.007018826,31.85608032,0.0,Dec,Windows,Mozilla,Eastern,Organic,Returning_Visitor,False,True
8199,4,171.5,0,0.0,75,2416.060484,0.007699443,0.036664764,0.0,0.0,Nov,Windows,Chrome,Northern,Direct,Returning_Visitor,False,True
8214,0,0.0,0,0.0,12,846.25,0.0,0.018181818,40.4014481,0.0,Dec,Windows,Edge,Central,Paid Search,New_Visitor,False,True
8217,1,95.33333333,0,0.0,16,819.3333333,0.0,0.015625,25.25564195,0.0,Dec,Windows,Chrome,Southern,Organic,New_Visitor,False,True
8219,1,33.5,0,0.0,34,1181.85119,0.0,0.03515625,0.0,0.0,Nov,Mac OS,Safari,Central,Organic,Returning_Visitor,False,True
8228,4,60.16666667,3,164.5,159,5608.913545,0.002453988,0.018075125,2.702517858,0.0,Dec,Windows,Chrome,Eastern,Direct,Returning_Visitor,False,True
8238,15,317.0189394,3,126.75,238,9956.225533,0.0052,0.016955684,6.556237434,0.0,Nov,Windows,Mozilla,Eastern,Direct,Returning_Visitor,True,True
8243,0,0.0,0,0.0,18,773.2,0.0,0.0125,46.4748023,0.0,Nov,Mac OS,Safari,Eastern,Direct,New_Visitor,False,True
8245,3,224.3,5,487.0,74,1845.958333,0.002531646,0.017679325,34.67841487,0.0,Nov,Windows,Chrome,Central,Paid media,Returning_Visitor,True,True
8251,0,0.0,0,0.0,8,642.0,0.0,0.028571429,109.1211555,0.0,Dec,Windows,Chrome,Eastern,Organic,New_Visitor,False,True
8260,4,69.66666667,1,23.0,161,6524.035369,0.005050505,0.013944826,45.41882207,0.0,Nov,Windows,Chrome,Eastern,Organic,Returning_Visitor,False,True
8262,4,47.5,0,0.0,37,839.2083333,0.005263158,0.017105263,12.96520279,0.0,Nov,Mac OS,Safari,Central,Organic,Returning_Visitor,False,True
8264,1,11.16666667,3,63.5,28,2245.333333,0.002580645,0.028494624,36.2003121,0.0,Nov,Ubuntu,Chrome,Central,Others,Returning_Visitor,False,True
8268,0,0.0,0,0.0,14,731.5,0.014285714,0.042857143,0.0,0.0,Nov,Windows,Chrome,Western,Organic,New_Visitor,False,True
8270,3,66.5,3,65.75,152,3684.321458,0.005194805,0.010451453,12.64606692,0.0,Nov,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
8274,11,233.475,0,0.0,118,4251.208187,0.0,0.012659622,14.67198629,0.0,Nov,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
8277,5,134.75,3,16.0,165,6323.853465,0.010654414,0.02804138,3.512852934,0.0,Nov,Mac OS,Safari,Central,Organic,Returning_Visitor,False,True
8278,4,93.5,0,0.0,293,12268.24477,0.002837838,0.01542982,2.164809711,0.0,Nov,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
8282,8,111.5416667,3,226.0,68,1664.14881,0.002702703,0.021846847,6.693658292,0.0,Dec,Windows,Safari,Central,Organic,Returning_Visitor,False,True
8284,11,118.1785714,2,91.5,162,5399.231269,0.004859086,0.014667832,14.77221948,0.0,Nov,Windows,Chrome,Western,Paid media,Returning_Visitor,False,True
8289,0,0.0,0,0.0,20,968.75,0.015789474,0.018421053,73.98253901,0.0,Dec,Mac OS,Chrome,Central,Direct,Returning_Visitor,False,True
8290,1,56.5,0,0.0,19,1089.75,0.0,0.003508772,24.872085,0.0,Dec,Windows,Chrome,Southern,Organic,Returning_Visitor,False,True
8292,0,0.0,0,0.0,15,418.375,0.0,0.013333333,13.18554515,0.0,Dec,Linux,Chrome,Central,Organic,New_Visitor,True,True
8293,0,0.0,0,0.0,53,2052.125,0.0,0.003921569,52.49862029,0.0,Nov,Windows,Mozilla,Northern,Organic,New_Visitor,True,True
8296,3,37.0,0,0.0,62,1193.0,0.003076923,0.015384615,21.6018009,0.0,Nov,Windows,Chrome,Central,Direct,Returning_Visitor,False,True
8299,0,0.0,0,0.0,6,222.0,0.0,0.04,87.9029606,0.0,Dec,Unix,Others,North-East,Others,Other,False,True
8306,4,159.0,2,27.75,33,821.6825397,0.000617284,0.019343434,0.0,0.0,Dec,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
8313,1,183.0,0,0.0,28,586.3722222,0.0,0.004021164,0.0,0.0,Dec,Linux,Chrome,North-West,Paid media,Returning_Visitor,False,True
8317,1,0.0,0,0.0,65,732.0916667,0.00625,0.0203125,2.734351538,0.0,Dec,Windows,Chrome,Central,Organic,Returning_Visitor,True,True
8323,1,4.0,0,0.0,37,1828.375,0.0,0.013888889,8.258088766,0.0,Nov,Ubuntu,Safari,Northern,Referral,Returning_Visitor,False,True
8325,0,0.0,0,0.0,8,247.5,0.0,0.00952381,0.0,0.0,Nov,Windows,Chrome,North-East,Organic,New_Visitor,False,True
8326,1,4.0,0,0.0,13,2123.5,0.015384615,0.030769231,42.74590431,0.0,Nov,Windows,Chrome,Central,Referral,Returning_Visitor,False,True
8327,6,189.25,0,0.0,25,635.4916667,0.006666667,0.010222222,10.58098677,0.0,Nov,Linux,Chrome,Eastern,Offline channels,Returning_Visitor,True,True
8328,5,60.5,0,0.0,5,50.0,0.0,0.025,0.0,0.0,Dec,Unix,Others,North-East,Others,Other,True,True
8332,7,145.0,1,37.5,130,5252.861501,0.004411765,0.012009804,0.680988542,0.0,Nov,Windows,Chrome,Western,Organic,Returning_Visitor,False,True
8333,1,33.5,0,0.0,18,1169.0,0.0,0.011764706,54.38258659,0.0,Dec,Windows,Mozilla,Southern,Organic,New_Visitor,False,True
8337,2,3.0,4,161.5,137,4791.460889,0.004373522,0.020956372,5.482895824,0.0,Nov,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
8338,6,30.7,3,45.0,38,1481.783333,0.012244898,0.029387755,0.0,0.0,Nov,Windows,Chrome,Western,Paid media,Returning_Visitor,False,True
8340,0,0.0,0,0.0,31,1144.972222,0.006666667,0.008333333,77.04199767,0.0,Dec,Windows,Chrome,Southern,Organic,New_Visitor,False,True
8343,4,70.25,1,139.5,58,3022.370406,0.0,0.009611111,0.0,0.0,Nov,Mac OS,Safari,Northern,Organic,New_Visitor,False,True
8344,6,479.25,0,0.0,51,2156.525403,0.0,0.011878788,6.229994739,0.0,Nov,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
8348,0,0.0,0,0.0,89,3480.811706,0.002247191,0.014700375,0.0,0.0,Nov,Ubuntu,Chrome,Central,Direct,Returning_Visitor,True,True
8349,22,438.3309524,3,703.5,178,6241.687398,0.002878526,0.016885589,2.038399449,0.0,Nov,Windows,Chrome,Central,Paid media,Returning_Visitor,False,True
8352,1,40.5,0,0.0,49,1587.25,0.0,0.011538462,35.79969486,0.0,Nov,Windows,Chrome,Eastern,Social networks,Returning_Visitor,False,True
8356,1,75.16666667,0,0.0,20,1173.417614,0.0,0.002,21.41943708,0.0,Nov,Linux,Chrome,South-West,Others,Returning_Visitor,False,True
8357,0,0.0,1,36.5,17,318.25,0.011111111,0.05,17.96069044,0.0,Nov,Windows,Opera,Central,Direct,Returning_Visitor,True,True
8360,1,31.25,0,0.0,31,1470.208333,0.0,0.012222222,0.0,0.0,Nov,Linux,Chrome,Eastern,Offline channels,New_Visitor,False,True
8361,6,160.0,0,0.0,55,1707.666667,0.0,0.005357143,24.10206377,0.0,Dec,Windows,Chrome,Central,Organic,New_Visitor,False,True
8364,0,0.0,0,0.0,24,452.4166667,0.0,0.020833333,0.0,0.0,Nov,Windows,Chrome,Eastern,Organic,Returning_Visitor,True,True
8365,0,0.0,0,0.0,20,447.047619,0.01,0.028888889,0.0,0.0,Dec,Mac OS,Chrome,Eastern,Organic,New_Visitor,False,True
8369,0,0.0,0,0.0,25,952.6777778,0.0,0.023541667,23.57537117,0.0,Nov,Windows,Chrome,Eastern,Others,Returning_Visitor,False,True
8376,2,48.66666667,4,155.3333333,20,540.75,0.0,0.004166667,38.88816225,0.0,Nov,Windows,Chrome,Eastern,Organic,Returning_Visitor,False,True
8377,5,98.75,0,0.0,126,6085.002381,0.0,0.004264323,28.79847144,0.0,Nov,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
8382,2,334.5,2,29.0,17,939.0833333,0.0,0.0225,18.22304387,0.0,Dec,Windows,Chrome,Central,Paid Search,Returning_Visitor,False,True
8383,8,671.0833333,0,0.0,32,1403.828355,0.0,0.003153153,37.05600958,0.0,Nov,Windows,Chrome,Eastern,Organic,Returning_Visitor,False,True
8390,7,144.4615385,4,167.1666667,111,2312.337853,0.005128205,0.013887559,8.191922892,0.0,Nov,Mac OS,Safari,Central,Organic,Returning_Visitor,False,True
8397,7,113.75,1,28.5,15,1047.0,0.010526316,0.019298246,0.0,0.0,Dec,Mac OS,Safari,Eastern,Organic,New_Visitor,False,True
8401,0,0.0,0,0.0,30,1682.275,0.0,0.014285714,41.13336886,0.0,Dec,Windows,Chrome,Western,Organic,Returning_Visitor,False,True
8410,0,0.0,0,0.0,3,21.0,0.0,0.066666667,0.0,0.0,Nov,Windows,Mozilla,Northern,Organic,Returning_Visitor,True,True
8412,14,173.55,0,0.0,164,4155.746883,0.002514286,0.01343784,13.76473644,0.0,Nov,Windows,Chrome,Eastern,Organic,Returning_Visitor,False,True
8417,9,156.6071429,5,156.75,83,2694.507143,0.0,0.009090909,0.0,0.0,Nov,Windows,Mozilla,Central,Organic,Returning_Visitor,False,True
8418,6,257.5,0,0.0,37,2533.333333,0.014634146,0.031707317,6.651334683,0.0,Nov,Windows,Chrome,Eastern,Direct,Returning_Visitor,False,True
8422,0,0.0,0,0.0,60,1315.177778,0.009039548,0.031793785,0.0,0.0,Nov,Windows,Chrome,Eastern,Organic,Returning_Visitor,False,True
8428,3,21.0,0,0.0,17,256.95,0.0,0.02,0.0,0.0,Nov,Windows,Mozilla,Central,Offline channels,New_Visitor,True,True
8436,1,67.5,0,0.0,12,592.25,0.0,0.018181818,218.8649096,0.0,Dec,Mac OS,Safari,South-East,Referral,New_Visitor,False,True
8442,1,0.0,0,0.0,39,1159.541667,0.00125,0.03125,0.0,0.0,Nov,Windows,Chrome,North-West,Organic,Returning_Visitor,True,True
8447,0,0.0,2,386.0,36,1609.939744,0.0,0.009323308,12.50325678,0.0,Nov,Windows,Chrome,Eastern,Referral,Returning_Visitor,False,True
8452,6,112.5,0,0.0,86,2041.23355,0.000387597,0.00786268,5.911452178,0.0,Nov,Windows,Mozilla,Central,Organic,Returning_Visitor,False,True
8453,7,153.85,0,0.0,19,504.6,0.0,0.018518519,0.0,0.0,Dec,Mac OS,Safari,Central,Offline channels,Returning_Visitor,False,True
8454,9,328.75,0,0.0,108,2793.733084,0.001949318,0.019205066,0.0,0.0,Nov,Windows,Chrome,Central,Referral,Returning_Visitor,False,True
8479,6,110.5,1,20.0,137,5380.686996,0.005517241,0.021311846,1.963592426,0.0,Nov,Windows,Mozilla,Eastern,Paid media,Returning_Visitor,False,True
8481,2,75.0,0,0.0,26,2058.3,0.0,0.0125,8.524548919,0.0,Nov,Mac OS,Safari,North-East,Offline channels,New_Visitor,False,True
8485,5,107.0,2,15.0,250,8622.38,0.005670471,0.02250017,0.0,0.0,Nov,Linux,Chrome,Central,Direct,Returning_Visitor,False,True
8486,7,42.25714286,0,0.0,124,4067.010247,0.009230769,0.022888335,6.709440135,0.0,Nov,Windows,Chrome,Eastern,Organic,Returning_Visitor,False,True
8487,6,513.8333333,0,0.0,33,2690.333333,0.0,0.01754386,30.21878011,0.0,Nov,Windows,Mozilla,Central,Organic,Returning_Visitor,False,True
8492,0,0.0,0,0.0,37,918.5416667,0.005405405,0.005315315,0.0,0.0,Nov,Mac OS,Safari,Central,Organic,New_Visitor,True,True
8496,13,297.75,3,352.5,41,2422.375,0.0,0.016037736,72.43846009,0.0,Dec,Windows,Chrome,Central,Offline channels,Returning_Visitor,False,True
8501,0,0.0,0,0.0,14,169.9166667,0.0,0.076190476,0.0,0.0,Nov,Windows,Chrome,Western,Organic,Returning_Visitor,False,True
8510,9,98.26666667,3,144.5,37,1630.137415,0.019565217,0.038037998,0.0,0.0,Nov,Linux,Chrome,Southern,Referral,Returning_Visitor,False,True
8514,3,52.5,0,0.0,139,3674.737578,0.002142857,0.011897444,17.50624004,0.0,Nov,Windows,Chrome,Northern,Paid media,Returning_Visitor,False,True
8515,5,172.0833333,0,0.0,21,486.1472222,0.0,0.0105,48.0136549,0.0,Nov,Windows,Chrome,Western,Direct,Returning_Visitor,False,True
8519,8,223.375,0,0.0,37,3152.5,0.0,0.011965812,13.25001247,0.0,Dec,Linux,Chrome,Eastern,Organic,Returning_Visitor,False,True
8527,5,61.875,0,0.0,164,4389.887512,0.001183432,0.010151043,6.664239119,0.0,Nov,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
8548,12,1106.389831,9,627.4583333,125,7444.938071,0.007701238,0.022385989,7.201209277,0.0,Nov,Linux,Chrome,Western,Organic,Returning_Visitor,False,True
8550,4,65.5,0,0.0,23,783.75,0.007692308,0.030769231,0.0,0.0,Nov,Windows,Opera,Eastern,Direct,Returning_Visitor,True,True
8552,0,0.0,0,0.0,72,2304.15,0.008450704,0.020355466,3.178183427,0.0,Nov,Linux,Chrome,Central,Organic,Returning_Visitor,False,True
8557,12,232.3535714,0,0.0,439,17550.58486,0.00562963,0.018437701,2.626909076,0.0,Nov,Windows,Opera,Central,Paid media,Returning_Visitor,False,True
8560,6,125.25,2,89.0,146,3697.731633,0.008108108,0.015188129,73.35866939,0.0,Nov,Windows,Chrome,Central,Organic,Returning_Visitor,True,True
8566,0,0.0,0,0.0,21,499.75,0.00952381,0.033333333,0.0,0.0,Nov,Windows,Mozilla,Eastern,Paid media,Returning_Visitor,False,True
8570,13,662.3392857,0,0.0,81,4284.422619,0.002298851,0.022822804,2.647620068,0.0,Dec,Mac OS,Safari,North-West,Organic,Returning_Visitor,True,True
8573,1,15.0,0,0.0,15,691.8333333,0.0,0.014285714,59.6118415,0.0,Nov,Windows,Chrome,Northern,Organic,Returning_Visitor,False,True
8579,4,64.46428571,0,0.0,29,1414.589286,0.0,0.0125,21.05431578,0.0,Dec,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
8581,1,21.0,0,0.0,13,1474.5,0.0,0.016666667,69.46175766,0.0,Dec,Windows,Chrome,Western,Referral,Returning_Visitor,False,True
8582,6,94.1,0,0.0,92,4212.141886,0.008333333,0.021875,6.664927724,0.0,Nov,Mac OS,Safari,Central,Organic,Returning_Visitor,True,True
8586,10,229.0,0,0.0,27,760.7708333,0.011764706,0.012941176,41.2169154,0.0,Nov,Windows,Chrome,Eastern,Paid media,Returning_Visitor,False,True
8608,9,250.0833333,2,30.5,155,4643.283732,0.002073171,0.007466851,10.11599409,0.0,Nov,Windows,Chrome,Central,Referral,Returning_Visitor,False,True
8609,7,268.4166667,0,0.0,41,1124.875,0.0,0.011904762,0.0,0.0,Nov,Windows,Chrome,North-East,Organic,Returning_Visitor,False,True
8612,6,101.625,0,0.0,140,7097.582291,0.003448276,0.009952433,21.88856759,0.0,Nov,Windows,Chrome,Eastern,Social networks,Returning_Visitor,False,True
8616,0,0.0,0,0.0,10,208.0,0.0,0.022222222,125.961749,0.0,Dec,Windows,Chrome,Central,Organic,New_Visitor,False,True
8618,11,238.775641,1,9.0,200,7972.322431,0.002619048,0.014230973,21.83420125,0.0,Nov,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
8619,5,71.08333333,0,0.0,24,1249.708333,0.0,0.005128205,52.28491058,0.0,Dec,Windows,Chrome,Eastern,Organic,New_Visitor,False,True
8623,8,195.0,2,86.0,56,3408.266667,0.014516129,0.027557013,9.594846798,0.0,Nov,Mac OS,Chrome,Central,Organic,Returning_Visitor,False,True
8627,1,73.0,0,0.0,12,2156.5,0.018181818,0.027272727,68.88769355,0.0,Nov,Linux,Chrome,Central,Organic,New_Visitor,False,True
8629,15,677.1911765,0,0.0,152,3561.130212,0.0,0.008686559,5.731607803,0.0,Dec,Windows,Chrome,North-West,Direct,Returning_Visitor,False,True
